,age_ma,Feature,Ti,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y,Hf,U,Th
0,222.0,0.0,7.88,0.05,10.5,0.05,4.25,11.6,1.99,61.6,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2737.0,12390.0,305.0,134.0
1,222.0,0.0,10.9,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12591.0,503.0,272.0
2,222.0,0.0,6.0,0.02,25.1,0.3,4.41,12.561250000000001,2.3,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12724.0,639.0,414.0
3,222.0,0.0,9.06,0.28,12.0,0.07,1.88,5.08,1.01,33.8,15.5,194.0,83.0,356.0,89.5,762.0,144.0,1832.0,12894.0,308.0,127.0
4,222.0,0.0,4.93,0.07,16.5,0.15,2.32,8.23,1.52,45.6,19.7,257.0,106.1375,437.54375000000005,97.86749999999999,936.0,171.0,2355.0,12535.0,348.0,155.0
5,222.0,0.0,6.37,0.16,11.5,0.21,2.04,6.1,0.72,32.4,14.5,178.0,76.2,323.0,80.8,683.0,125.0,1669.0,13047.0,328.0,151.0
6,222.0,0.0,8.48,1.5550000000000002,35.7,0.7250000000000001,7.741250000000001,12.3,1.94,57.9,23.0,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2600.0,12825.0,468.0,246.0
7,222.0,0.0,9.09,0.35,14.2,0.37,2.5,7.99,1.91,53.3,22.0,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2692.0,12652.0,362.0,149.0
8,222.0,0.0,11.5,0.49,11.7,0.07,3.2,7.08,1.69,43.3,18.5,233.0,101.0,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2258.0,12336.0,324.0,105.0
9,222.0,0.0,5.52,0.48,14.7,0.38,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12766.0,396.0,224.0
10,222.0,0.0,8.49,1.5550000000000002,21.6,0.63,3.72,9.46,1.83,57.2,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12978.0,556.0,319.0
11,222.0,0.0,9.24,1.5550000000000002,21.1,0.68,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12898.0,429.0,215.0
12,222.0,0.0,10.0,1.5550000000000002,23.7,0.18,3.71,10.7,1.89,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12580.0,608.0,402.0
13,222.0,0.0,5.81,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,22.3,259.21625,106.1375,437.54375000000005,97.86749999999999,914.0,172.0,2370.0,12741.0,442.0,245.0
14,222.0,0.0,10.8,1.5550000000000002,32.1,0.7250000000000001,7.741250000000001,9.85,1.75,54.8,21.8,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2528.0,12697.0,485.0,286.0
15,222.0,0.0,5.65,1.5550000000000002,35.1,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12599.0,421.0,231.0
16,222.0,0.0,8.99,1.5550000000000002,33.2,0.08,3.01,12.561250000000001,2.33,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,13224.0,765.0,500.0
17,222.0,0.0,11.8,1.5550000000000002,25.7,0.09,4.13,10.9,2.31,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12981.0,750.0,539.0
18,222.0,0.0,9.45,1.5550000000000002,16.0,0.13,3.32,8.06,1.64,45.8,20.1,244.0,103.0,430.0,97.86749999999999,851.0,163.0,2255.0,13186.0,492.0,326.0
19,222.0,0.0,11.3,0.04,17.7,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,922.0,172.63875000000002,2804.0387500000006,12884.0,399.0,189.0
20,222.0,0.0,8.37,0.04,19.2,0.17,3.92,8.55,2.12,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,12759.0,524.0,308.0
21,222.0,0.0,6.12,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,13119.0,663.0,392.0
22,222.0,0.0,14.4,0.77,25.7,0.46,3.61,10.5,1.87,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2804.0387500000006,13142.0,592.0,353.0
23,156.0,0.0,10.27,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.26,41.67,12.41,159.7,55.26,248.76,59.89,651.65,86.52,1532.2,8624.99,139.9,125.8
24,132.0,0.0,16.89,1.5550000000000002,60.58,0.7250000000000001,7.741250000000001,12.26,1.88,63.55,23.3,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,170.96,2804.0387500000006,8797.78,622.96,701.7125000000001
25,113.0,0.0,7.15,1.5550000000000002,20.64,0.7250000000000001,7.741250000000001,8.78,1.3,44.75,15.41,214.41,76.21,354.5,80.63,840.51,116.9,2090.95,10075.63,160.16,165.04
26,110.0,0.0,10.77,1.5550000000000002,16.26,0.7250000000000001,7.741250000000001,7.35,1.19,35.73,12.28,176.91,64.54,301.38,68.67,706.32,107.48,1792.43,10057.96,126.53,133.47
27,140.0,0.0,7.74,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,18.23,232.13,77.69,340.21,77.55,798.84,108.0,2060.21,9584.49,194.57,241.35
28,163.0,0.0,10.79,1.5550000000000002,54.97,0.7250000000000001,7.741250000000001,12.561250000000001,2.34,59.68,18.5,243.39,82.26,371.29,84.41,884.93,119.23,2192.36,9887.31,151.27,148.26
29,114.0,0.0,5.88,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,23.497500000000002,259.21625,102.85,437.54375000000005,97.86749999999999,936.725,130.67,2693.54,9362.3,150.84,158.42
30,132.0,0.0,9.23,0.62,11.16,0.4,4.45,9.75,1.9,53.85,18.37,253.67,86.15,384.36,89.96,936.725,121.61,2324.95,8137.27,167.72,168.95
31,130.0,0.0,4.0,0.1,14.93,0.07,1.5,4.45,0.6,30.35,11.55,170.8,62.33,292.87,72.2,818.67,102.03,1731.17,9839.6,392.0,311.58
32,165.0,0.0,8.6,0.09,5.53,0.08,1.47,3.4,0.84,21.74,8.27,118.95,42.33,202.05,49.55,569.7,73.26,1212.25,7944.25,103.87,70.88
33,127.0,0.0,11.63,1.5550000000000002,53.9,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,23.497500000000002,259.21625,106.1375,437.54375000000005,97.86749999999999,936.725,163.9,2804.0387500000006,8605.44,244.39,336.36
34,109.0,0.0,9.54,0.09,7.66,0.1,1.81,4.41,0.8,27.04,9.85,144.69,53.66,255.38,60.67,641.9,94.81,1519.55,10057.02,119.35,106.54
35,109.0,0.0,6.79,0.3,6.88,0.08,1.05,3.5,0.62,20.73,7.58,112.83,41.46,195.3,47.05,536.72,69.54,1149.38,9555.13,112.01,78.04
36,140.0,0.0,12.8,1.5550000000000002,14.44,0.7250000000000001,7.741250000000001,8.7,1.71,44.33,15.56,221.96,77.67,362.84,84.38,901.11,121.96,2160.9,9344.5,156.38,160.65
37,107.0,0.0,6.37,1.5550000000000002,32.75,0.7250000000000001,7.741250000000001,12.561250000000001,1.4,44.39,14.67,203.52,70.94,332.1,75.4,806.27,112.72,1980.35,11071.95,167.21,153.54
38,118.0,0.0,7.59,0.12,7.64,0.12,1.72,4.34,0.86,32.22,12.23,183.05,67.79,331.87,77.27,811.26,127.55,1941.2,10749.89,192.4,198.71
39,109.0,0.0,10.13,0.27,7.75,0.17,3.15,9.5,1.84,59.74,21.09,259.21625,102.25,437.54375000000005,97.86749999999999,936.725,154.07,2792.5,10129.71,155.71,161.2
40,111.0,0.0,9.43,0.24,6.49,0.15,1.62,3.91,0.74,22.97,8.98,130.22,48.18,228.8,54.04,562.58,86.74,1350.48,11520.88,97.74,92.97
41,110.0,0.0,7.57,1.5550000000000002,13.68,0.7250000000000001,7.741250000000001,6.09,0.96,30.62,10.89,156.58,55.61,264.55,61.36,656.08,96.29,1572.51,10997.47,114.23,96.38
42,115.0,0.0,6.73,0.43,8.65,0.25,1.42,1.9,0.71,15.78,6.01,94.24,37.41,197.07,54.39,656.03,101.65,1167.41,9641.7,129.47,61.34
43,111.0,0.0,13.8,1.5550000000000002,21.66,0.09,1.69,4.65,0.99,29.0,10.11,144.31,54.34,254.62,62.38,680.28,91.84,1532.39,9444.66,341.1,354.74
44,126.0,0.0,23.19,0.03,13.16,0.38,6.81,12.561250000000001,2.64375,63.55499999999999,22.59,259.21625,98.8,425.05,97.86749999999999,936.725,129.75,2632.67,7727.4,211.25,265.46
45,148.0,0.0,6.41,0.21,16.69,0.07,0.54,2.38,0.34,12.87,4.95,72.03,27.91,136.06,35.14,403.99,55.25,841.96,9866.38,277.15,193.4
46,153.0,0.0,8.37,0.25,7.38,0.1,0.47,1.72,0.78,13.06,5.48,82.31,33.81,177.12,47.74,584.61,92.97,1051.47,10201.45,79.34,44.11
47,142.0,0.0,9.15,0.13,9.69,0.12,1.49,4.05,1.7,24.33,8.58,120.27,44.05,211.16,52.1,617.8,89.88,1326.34,8361.53,132.94,100.78
48,142.0,0.0,12.6,1.5550000000000002,33.33,0.7250000000000001,7.741250000000001,6.41,0.93,29.25,10.41,146.2,56.02,264.24,66.18,708.95,95.75,1613.51,10111.45,319.72,311.87
49,113.0,0.0,8.62,0.11,9.41,0.04,0.84,2.34,1.08,17.65,6.63,97.92,39.47,203.66,55.49,673.34,107.3,1251.75,10013.32,133.9,88.61
50,115.0,0.0,9.82,0.66,20.56,0.29,2.17,4.3,0.64,21.44,8.22,116.68,42.64,205.31,52.86,595.3,76.95,1240.48,9730.3,336.38,274.66
51,274.0,0.0,7.32,0.33,4.32,0.04,0.37,1.3,0.47,8.82,3.57,54.88,22.52,122.54,34.61,446.15,69.64,730.31,9483.02,61.94,21.32
52,131.0,0.0,15.3,1.5550000000000002,48.53,0.7250000000000001,7.741250000000001,8.37,0.7,31.75,11.13,153.06,58.85,280.78,72.26,819.8,111.4,1731.6,10257.11,707.09,619.94
53,110.0,0.0,13.53,0.15,20.04,0.14,2.08,4.66,0.91,27.92,10.28,144.27,52.85,253.79,60.01,626.65,92.37,1535.52,10000.96,269.93,308.31
54,148.0,0.0,16.42,0.3,16.48,0.17,2.54,4.34,0.62,23.98,8.12,107.44,37.75,167.74,40.25,434.59,55.25,1083.29,9238.58,184.86,179.11
55,165.0,0.0,11.94,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,63.55499999999999,16.43,175.59,57.4,250.15,59.6,643.45,85.83,1611.09,9531.34,306.59,266.84
56,173.0,0.0,11.93,0.32,9.06,0.14,1.09,3.54,1.53,23.61,8.92,133.3,53.85,277.59,77.46,936.725,144.24,1697.93,9323.48,116.41,51.71
57,127.0,0.0,14.36,0.1,27.64,0.11,2.22,5.54,0.75,30.54,11.02,158.21,57.89,268.34,66.74,740.1,93.62,1667.0,9879.38,352.98,418.91
58,128.0,0.0,14.24,1.5550000000000002,18.77,0.69,4.67,6.24,1.11,34.39,11.74,160.09,56.6,259.56,62.2,664.88,89.75,1617.25,8996.75,279.11,253.56
59,119.0,0.0,23.759999999999998,1.21,25.31,0.42,3.09,4.61,0.67,25.9,9.49,134.01,48.39,229.39,58.08,649.6,86.75,1441.34,9712.91,303.94,309.32
60,128.0,0.0,9.81,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,61.71,14.35,161.73,54.98,255.82,62.0,682.18,96.65,1636.83,11120.26,452.02,479.21
61,118.0,0.0,9.02,0.44,5.45,0.03,0.48,1.45,0.73,11.54,4.28,65.82,27.02,146.66,40.92,524.53,88.64,864.64,10253.7,67.38,32.68
62,122.0,0.0,7.39,0.12,3.94,0.04,0.4,1.29,0.51,8.69,3.34,47.05,19.08,102.46,27.74,334.58,58.02,607.19,10298.47,63.45,48.77
63,278.0,0.0,11.3,0.13,11.96,0.1,0.85,2.31,1.06,17.48,7.09,106.69,41.77,218.8,60.85,769.93,120.0,1352.89,8505.37,169.59,107.41
64,108.0,0.0,9.72,0.06,8.35,0.14,1.49,2.41,0.95,13.37,5.07,79.11,32.12,173.14,46.08,564.21,100.58,1034.71,9628.85,91.95,69.56
65,207.0,0.0,9.13,0.7,10.29,0.24,1.56,2.24,0.98,12.24,4.96,76.62,30.57,159.2,44.31,566.4,86.55,960.0,9022.19,115.48,64.29
66,119.0,0.0,9.08,0.37,8.4,0.04,0.62,1.84,0.96,12.79,5.22,79.56,30.8,165.23,46.23,590.46,90.93,984.4,9252.68,105.67,60.14
67,238.0,0.0,10.75,0.11,12.49,0.07,1.09,2.61,1.21,18.34,7.63,120.15,47.68,247.74,66.0,781.62,133.68,1478.63,9390.01,142.39,96.85
68,112.0,0.0,8.92,0.08,10.15,0.08,0.75,1.99,1.06,15.73,6.07,94.03,38.15,198.91,52.02,617.22,111.05,1206.77,10020.32,118.52,96.19
69,138.0,0.0,8.56,1.5550000000000002,17.4,0.23,3.31,8.17,1.4,44.42,15.99,222.47,77.68,353.09,83.51,906.42,115.11,2139.4,9594.51,482.57,437.99
70,110.4,0.0,7.75,1.5550000000000002,13.83,0.54,0.56,2.28,0.83,13.98,5.68,85.81,33.95,177.2,48.12,610.05,97.95,1071.09,10717.79,259.96,239.29
71,112.3,0.0,4.04,0.11,25.25,0.07,1.05,2.88,0.47,20.6,8.12,124.31,48.58,256.9,68.1,754.21,122.76,1497.6,13023.37,729.89,506.69
72,124.0,0.0,17.49,0.22,8.23,0.17,0.86,1.97,1.13,13.8,5.43,82.57,33.37,182.84,49.67,603.57,106.42,1085.86,9554.74,89.16,57.9
73,107.0,0.0,9.73,0.19,11.42,0.05,0.68,2.76,1.14,18.06,6.6,94.9,37.15,186.4,50.37,614.49,100.49,1169.31,10016.31,129.56,103.0
74,112.0,0.0,9.87,0.95,11.34,0.08,1.34,4.03,2.22,29.9,10.38,147.84,54.45,257.38,66.65,772.92,118.03,1674.64,9850.46,114.57,90.45
75,172.0,0.0,6.76,0.21,9.16,0.1,1.92,3.34,1.4,19.72,7.18,102.68,37.43,191.3,52.18,646.83,100.46,1180.57,9533.91,114.78,72.94
76,103.0,0.0,6.83,0.76,6.41,0.1,1.25,2.73,1.35,16.82,5.53,78.41,28.91,147.14,39.97,499.86,81.23,902.18,10003.6,71.58,48.16
77,263.0,0.0,11.28,0.22,6.98,0.08,0.72,2.02,0.81,10.94,4.59,70.09,28.14,157.1,44.09,567.39,92.37,907.28,9788.11,82.01,39.56
78,113.0,0.0,9.17,1.1,7.53,0.37,0.62,1.97,0.88,12.22,4.9,79.19,31.7,170.3,46.2,569.49,100.74,1022.7,10554.72,89.09,58.92
79,189.0,0.0,4.81,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,1.67,44.2,12.93,172.74,59.5,265.08,62.32,644.14,84.75,1599.09,11617.33,422.12,296.8
80,116.0,0.0,9.15,0.14,9.76,0.03,0.78,1.96,0.99,15.48,7.0,101.14,40.14,214.39,56.93,668.55,124.66,1296.42,11277.45,116.72,85.29
81,118.0,0.0,11.01,0.05,10.3,0.05,1.04,2.55,1.24,17.72,7.39,114.49,46.22,245.86,63.42,763.66,136.58,1462.98,11009.67,109.54,81.89
82,121.0,0.0,16.11,0.44,28.22,0.17,1.33,3.58,0.44,18.37,6.6,90.07,35.54,168.99,42.16,458.24,64.02,1043.28,10040.68,308.01,219.23
83,101.0,0.0,4.83,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,49.75,14.47,182.44,64.72,284.81,64.71,648.92,89.38,1769.86,7354.58,536.63,524.58
84,121.0,0.0,22.21,0.89,14.67,0.07,1.31,2.92,0.64,16.34,5.54,66.74,26.07,119.17,28.94,308.07,43.6,759.91,8217.94,118.2,98.49
85,108.0,0.0,4.66,0.36,26.28,0.37,5.28,10.24,2.64375,55.83,17.05,222.95,79.18,348.0,78.49,802.34,105.67,2122.46,7059.24,527.4,493.27
86,112.0,0.0,14.82,0.85,20.49,0.07,1.31,3.44,0.6,19.21,6.23,82.75,31.47,150.74,37.42,403.82,55.96,930.91,9179.55,205.08,169.01
87,106.0,0.0,8.93,0.48,32.91,0.24,2.33,4.18,0.49,20.62,7.3,102.38,39.49,189.59,48.67,525.81,72.51,1149.84,9713.53,343.14,252.32
88,105.0,0.0,4.4,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,54.86,15.51,195.39,67.79,298.88,71.58,725.74,100.57,1840.52,8182.8,479.96,355.57
89,103.0,0.0,4.23,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.64375,51.75,13.65,175.9,62.73,280.72,64.93,671.54,90.33,1765.97,7932.1,529.48,377.97
90,118.0,0.0,23.759999999999998,0.27,14.95,0.12,1.6,3.18,0.75,18.42,6.13,80.31,28.7,135.16,34.14,370.83,53.52,863.46,8179.65,138.55,133.62
91,100.0,0.0,5.13,1.5550000000000002,29.61,0.7250000000000001,6.29,7.29,1.71,38.52,12.46,162.17,59.49,263.08,61.54,633.88,86.91,1643.27,7820.8,455.34,422.05
92,97.0,0.0,5.22,0.65,33.59,0.44,5.99,11.95,2.64375,63.55499999999999,22.63,259.21625,102.17,437.54375000000005,97.86749999999999,936.725,137.6,2766.62,7759.28,678.48,658.45
93,100.0,0.0,8.1,0.05,30.05,0.07,1.35,3.81,0.64,22.47,8.0,107.47,41.61,198.32,50.34,542.02,77.92,1221.55,10493.45,278.3,228.84
94,129.0,0.0,21.19,1.5550000000000002,29.38,0.7250000000000001,7.741250000000001,7.17,1.16,22.77,6.68,85.87,31.58,144.21,34.44,361.37,52.37,892.16,7257.95,234.64,186.32
95,97.0,0.0,21.63,0.55,24.09,0.1,2.18,4.02,0.88,24.12,8.04,103.72,38.0,175.11,41.86,452.79,63.88,1120.12,9429.11,231.2,356.18
96,95.0,0.0,11.61,1.07,10.25,0.24,2.29,3.74,1.12,21.29,7.24,101.22,39.39,191.37,48.27,522.15,79.56,1159.32,7429.53,208.55,162.35
97,88.0,0.0,14.39,0.19,19.86,0.08,1.14,2.9,0.59,17.75,6.27,82.57,30.41,145.21,35.8,378.24,55.73,902.79,9816.52,192.96,176.25
98,82.0,0.0,4.39,1.5550000000000002,37.72,0.7250000000000001,7.741250000000001,8.34,1.92,39.59,13.02,169.96,62.68,279.15,63.31,633.4,93.47,1733.51,9084.06,445.07,437.61
99,90.0,0.0,4.35,1.5550000000000002,61.504999999999995,0.7250000000000001,7.741250000000001,12.561250000000001,2.54,52.75,14.09,166.69,59.34,264.58,59.74,590.17,87.68,1663.24,9059.43,408.55,401.65
100,93.0,0.0,9.05,0.43,27.92,0.06,1.29,3.78,0.66,21.75,7.65,104.63,41.24,200.0,49.7,542.73,82.57,1222.5,11213.56,290.66,254.43
101,92.0,0.0,17.04,1.5550000000000002,56.08,0.7250000000000001,7.741250000000001,8.57,1.02,28.95,8.45,109.4,40.17,186.18,45.79,479.87,71.74,1198.91,10218.14,223.13,236.6
102,105.9,0.0,7.56,0.42,9.38,0.27,3.2,7.18,1.15,41.86,15.34,213.3,75.14,353.91,79.76,830.69,119.26,2104.53,11229.97,146.33,145.08
103,134.0,0.0,19.55,0.27,16.84,0.25,3.89,9.53,2.64375,56.48,20.25,259.21625,98.77,437.54375000000005,97.86749999999999,936.725,142.53,2751.03,8769.88,152.25,141.97
104,272.0,0.0,23.759999999999998,0.2,3.53,0.29,2.78,5.31,1.19,17.9,6.51,74.5,18.1,60.92,11.32,91.95,8.7,571.32,13520.68,187.16,124.47
105,131.0,0.0,11.72,1.0,12.87,0.36,3.02,4.28,0.83,23.3,8.93,139.87,53.8,279.96,74.24,921.34,129.46,1675.14,10775.55,113.38,90.46
106,111.0,0.0,13.49,0.89,12.92,0.42,3.28,4.66,1.45,23.69,8.19,112.15,38.26,180.64,44.92,548.25,74.06,1141.72,9761.29,59.09,36.25
107,160.0,0.0,10.18,0.11,9.44,0.13,2.01,4.86,1.7,22.1,7.22,97.54,32.9,158.67,40.97,493.21,68.66,1003.96,9503.62,271.39,157.45
108,106.0,0.0,23.759999999999998,0.06,31.2,0.08,1.43,4.24,1.05,32.65,13.49,213.23,84.36,437.54375000000005,97.86749999999999,936.725,172.63875000000002,2616.15,15267.186249999995,251.61,201.05
109,187.0,0.0,11.48,0.32,21.27,0.07,1.75,3.68,1.04,21.85,8.54,133.18,51.58,282.47,74.3,894.64,172.19,1702.96,13081.8,146.0,178.43
110,115.0,0.0,23.759999999999998,0.27,3.09,0.18,2.62,4.2,1.12,16.96,6.36,76.95,19.07,67.75,12.87,105.61,10.26,627.53,12926.54,264.6,252.55
111,99.5,0.0,23.759999999999998,0.07,26.3,0.08,1.5,3.51,1.52,18.28,6.18,88.43,31.47,157.57,42.65,526.33,82.81,992.8,10826.02,184.5,157.28
112,114.0,0.0,23.759999999999998,0.59,15.12,0.25,2.49,4.48,0.84,20.01,7.13,101.66,35.85,172.37,44.91,491.43,74.03,1068.15,11934.21,210.61,207.81
113,102.0,0.0,12.07,1.5550000000000002,35.77,0.7250000000000001,7.741250000000001,5.52,1.21,23.5,7.81,111.06,39.2,190.83,50.32,618.32,84.57,1207.19,10687.27,92.49,70.17
114,116.0,0.0,23.759999999999998,0.12,16.66,0.09,1.5,4.42,2.3,31.86,11.16,157.34,53.2,243.42,59.39,682.64,92.06,1576.84,9567.76,45.99,27.62
115,112.0,0.0,15.85,0.06,6.82,0.06,0.61,1.36,0.54,9.88,3.71,54.93,20.99,108.67,30.36,395.43,59.02,669.25,10412.59,76.36,63.74
116,244.0,0.0,23.759999999999998,0.39,3.07,0.18,2.31,4.42,1.15,16.83,6.37,76.41,18.98,67.21,12.9,105.94,10.56,619.5,13172.51,144.3,54.96
117,123.0,0.0,23.759999999999998,0.36,7.33,0.09,0.71,1.37,0.33,8.92,3.73,57.12,21.21,111.63,31.75,412.52,60.22,685.64,12793.25,247.62,316.14
118,110.0,0.0,13.18,1.27,29.65,0.41,3.0,4.97,1.09,22.53,7.96,110.45,38.01,188.9,48.52,576.19,81.35,1191.37,10952.02,93.24,67.9
119,166.0,0.0,15.73,0.33,11.85,0.1,1.52,4.76,1.43,25.81,9.59,147.85,53.29,262.8,65.48,773.88,108.95,1573.34,10745.24,131.92,77.2
120,138.0,0.0,14.7,0.05,6.78,0.08,0.75,1.66,0.81,6.95,2.27,31.32,13.63,70.75,20.53,265.78,43.74,431.69,7222.62,82.41,46.37
121,98.0,0.0,15.17,0.08,8.62,0.12,1.0,1.71,0.86,9.26,3.13,45.21,18.21,98.06,27.99,353.92,57.75,612.51,7139.72,122.56,73.09
122,127.0,0.0,12.46,1.5550000000000002,8.63,0.06,1.09,1.74,0.88,8.7,3.07,40.7,15.24,77.36,21.78,271.88,43.15,498.11,7904.16,103.67,79.53
123,113.0,0.0,17.0,1.54,9.86,0.07,1.04,1.59,0.97,10.51,3.61,52.98,22.26,116.34,31.85,395.93,64.38,718.71,7235.54,141.03,100.53
124,125.0,0.0,11.49,0.07,7.07,0.08,1.21,2.1,0.9,9.25,2.76,38.91,14.87,74.56,20.32,256.35,42.19,472.55,7707.39,83.86,55.51
125,197.0,0.0,8.62,0.18,6.75,0.08,0.64,0.65,0.31,3.58,1.11,15.09,5.58,27.09,7.95,99.37,16.19,178.01,8540.07,63.41,43.38
126,99.0,0.0,12.46,0.74,7.95,0.18,1.3,1.59,0.66,7.02,2.24,31.89,12.33,63.14,17.7,224.88,37.83,390.37,7890.68,73.49,44.26
127,119.0,0.0,7.94,0.21,13.46,0.13,0.75,2.06,0.93,10.27,3.28,44.05,16.68,81.17,21.84,273.57,42.51,520.04,8675.03,166.68,149.87
128,113.0,0.0,16.44,1.5550000000000002,14.39,0.1,1.27,2.59,1.36,15.01,5.24,75.69,30.75,155.54,41.13,514.27,78.43,966.5,7145.6,205.1,181.86
129,104.0,0.0,11.27,1.5550000000000002,41.98,0.7250000000000001,7.741250000000001,5.01,1.28,11.12,2.93,36.61,13.39,66.02,17.8,213.06,33.75,416.65,8035.04,71.95,57.68
130,111.0,0.0,13.68,0.03,7.23,0.07,0.75,1.74,0.76,9.52,3.12,38.41,15.31,77.98,22.3,272.25,41.43,467.14,7383.65,57.33,35.94
131,130.0,0.0,10.74,0.01,7.29,0.12,1.94,2.73,1.15,11.24,3.42,42.56,15.6,73.85,19.81,246.91,38.6,474.24,8439.57,86.83,81.46
132,130.0,0.0,20.46,0.1,10.01,0.16,2.63,3.31,1.57,15.91,4.45,56.39,21.47,102.98,27.41,336.11,50.59,650.26,7223.48,120.77,100.91
133,119.0,0.0,9.02,0.03,9.61,0.05,0.59,1.39,0.72,7.31,2.43,34.15,13.29,69.38,18.8,237.17,39.2,429.72,8818.69,114.62,83.84
134,152.0,0.0,16.06,0.05,6.33,0.05,0.72,1.27,0.68,6.83,2.15,30.21,12.06,64.27,18.11,231.82,38.87,390.84,7516.89,71.12,42.18
135,108.0,0.0,16.68,0.08,17.74,0.4,5.95,9.87,2.64375,39.61,10.89,131.13,44.96,205.69,52.64,616.82,94.94,1370.94,7754.3,219.16,275.77
136,133.0,0.0,12.6,0.01,9.0,0.23,0.85,2.08,0.88,8.84,2.97,43.51,17.92,97.18,27.96,357.33,58.66,591.28,8264.57,115.37,71.6
137,91.0,0.0,10.3,1.5550000000000002,26.58,0.7250000000000001,7.741250000000001,2.24,0.88,8.54,2.62,34.6,13.21,67.38,18.04,220.17,36.98,423.49,10444.85,107.25,89.83
138,94.0,0.0,23.759999999999998,0.27,10.02,0.16,2.35,3.56,1.56,14.36,4.4,55.11,19.29,92.48,23.99,297.06,46.91,606.89,8588.11,101.58,107.02
139,94.0,0.0,10.51,0.72,10.59,0.05,0.8,1.78,0.83,8.77,2.94,40.24,15.97,80.34,22.27,275.05,45.04,503.7,9268.92,122.24,112.3
140,235.0,0.0,7.92,0.01,22.86,0.07,1.71,3.42,0.54,19.01,6.39,77.77,28.14,131.49,26.61,280.39,48.08,931.32,11428.77,328.92,188.6
141,235.0,0.0,7.05,0.02,20.13,0.05,1.41,3.25,0.46,18.77,6.34,80.67,29.34,136.52,28.4,309.46,52.28,987.4,11256.68,343.81,166.3
142,235.0,0.0,8.8,0.03,19.04,0.13,2.19,5.07,0.73,27.7,9.33,107.21,38.34,175.62,36.1,378.01,63.86,1283.91,10931.58,280.02,171.75
